pod_name,pod_type,task_type,batch_id,batch_name,set_id,prompt_id,query_text,step_index,evaluated_step_index,step_type,execution_json,violations,curator_1_rating,curator_2_rating,reviewer_curator_1_rating,reviewer_curator_2_rating,reviewer_comments,auto_rater
Magi_Code_Python,vertical,EAC_NEXT_STEPS_SIMPLIFIED,python_training_version1_HUMANrated_batch,python_training_version1_HUMANrated_batch,set_001,prompt_1000,Provide next steps for EAC scenario 1000.,0,0,search,"{""prompt_id"": ""prompt_1000"", ""query_text"": ""Provide next steps for EAC scenario 1000."", ""steps"": [{""step_index"": 0, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1000."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 0.""}, {""step_index"": 1, ""step_type"": ""tool"", ""tool_name"": ""python"", ""tool_input"": {""code"": ""print('step 1 analysis')""}, ""tool_output"": ""step analysis complete"", ""partial_answer"": ""Intermediate result 1.""}, {""step_index"": 2, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1000."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 2.""}, {""step_index"": 3, ""step_type"": ""tool"", ""tool_name"": ""python"", ""tool_input"": {""code"": ""print('step 3 analysis')""}, ""tool_output"": ""step analysis complete"", ""partial_answer"": ""Intermediate result 3.""}, {""step_index"": 4, ""step_type"": ""tool"", ""tool_name"": ""python"", ""tool_input"": {""code"": ""print('step 4 analysis')""}, ""tool_output"": ""step analysis complete"", ""partial_answer"": ""Intermediate result 4.""}, {""step_index"": 5, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1000."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 5.""}, {""step_index"": 6, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1000."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 6.""}, {""step_index"": 7, ""step_type"": ""final"", ""partial_answer"": ""Finalizing response for prompt_1000.""}], ""final_answer"": ""Summarize findings, propose a remediation plan, and outline follow-up actions with owners."", ""model_version"": ""gpt-4.1-mini-2026-01-15""}",[],"{""primary_intent"": 5, ""information_gain"": 5, ""reasoning"": 5, ""understanding"": 3, ""implementation"": 1, ""trajectory_robustness"": 4, ""overall_label"": ""LLM_RATED_GOOD""}","{""primary_intent"": 5, ""information_gain"": 0, ""reasoning"": 2, ""understanding"": 4, ""implementation"": 3, ""trajectory_robustness"": 5, ""overall_label"": ""LLM_RATED_OK""}","{""primary_intent"": 5, ""information_gain"": 5, ""reasoning"": 4, ""understanding"": 3, ""implementation"": 1, ""trajectory_robustness"": 4, ""overall_label"": ""LLM_RATED_GOOD""}","{""primary_intent"": 4, ""information_gain"": 0, ""reasoning"": 2, ""understanding"": 4, ""implementation"": 3, ""trajectory_robustness"": 5, ""overall_label"": ""LLM_RATED_OK""}",Adjusted scores after review.,
Magi_Code_Python,vertical,EAC_NEXT_STEPS_SIMPLIFIED,python_training_version1_HUMANrated_batch,python_training_version1_HUMANrated_batch,set_001,prompt_1000,Provide next steps for EAC scenario 1000.,1,1,tool,"{""prompt_id"": ""prompt_1000"", ""query_text"": ""Provide next steps for EAC scenario 1000."", ""steps"": [{""step_index"": 0, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1000."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 0.""}, {""step_index"": 1, ""step_type"": ""tool"", ""tool_name"": ""python"", ""tool_input"": {""code"": ""print('step 1 analysis')""}, ""tool_output"": ""step analysis complete"", ""partial_answer"": ""Intermediate result 1.""}, {""step_index"": 2, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1000."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 2.""}, {""step_index"": 3, ""step_type"": ""tool"", ""tool_name"": ""python"", ""tool_input"": {""code"": ""print('step 3 analysis')""}, ""tool_output"": ""step analysis complete"", ""partial_answer"": ""Intermediate result 3.""}, {""step_index"": 4, ""step_type"": ""tool"", ""tool_name"": ""python"", ""tool_input"": {""code"": ""print('step 4 analysis')""}, ""tool_output"": ""step analysis complete"", ""partial_answer"": ""Intermediate result 4.""}, {""step_index"": 5, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1000."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 5.""}, {""step_index"": 6, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1000."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 6.""}, {""step_index"": 7, ""step_type"": ""final"", ""partial_answer"": ""Finalizing response for prompt_1000.""}], ""final_answer"": ""Summarize findings, propose a remediation plan, and outline follow-up actions with owners."", ""model_version"": ""gpt-4.1-mini-2026-01-15""}",[],"{""primary_intent"": 1, ""information_gain"": 5, ""reasoning"": 5, ""understanding"": 5, ""implementation"": 5, ""trajectory_robustness"": 4, ""overall_label"": ""LLM_RATED_GOOD""}","{""primary_intent"": 0, ""information_gain"": 5, ""reasoning"": 5, ""understanding"": 3, ""implementation"": 4, ""trajectory_robustness"": 2, ""overall_label"": ""LLM_RATED_OK""}","{""primary_intent"": 1, ""information_gain"": 5, ""reasoning"": 5, ""understanding"": 5, ""implementation"": 5, ""trajectory_robustness"": 4, ""overall_label"": ""LLM_RATED_GOOD""}","{""primary_intent"": 0, ""information_gain"": 5, ""reasoning"": 5, ""understanding"": 3, ""implementation"": 4, ""trajectory_robustness"": 2, ""overall_label"": ""LLM_RATED_OK""}",,
Magi_Code_Python,vertical,EAC_NEXT_STEPS_SIMPLIFIED,python_training_version1_HUMANrated_batch,python_training_version1_HUMANrated_batch,set_001,prompt_1000,Provide next steps for EAC scenario 1000.,2,2,search,"{""prompt_id"": ""prompt_1000"", ""query_text"": ""Provide next steps for EAC scenario 1000."", ""steps"": [{""step_index"": 0, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1000."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 0.""}, {""step_index"": 1, ""step_type"": ""tool"", ""tool_name"": ""python"", ""tool_input"": {""code"": ""print('step 1 analysis')""}, ""tool_output"": ""step analysis complete"", ""partial_answer"": ""Intermediate result 1.""}, {""step_index"": 2, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1000."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 2.""}, {""step_index"": 3, ""step_type"": ""tool"", ""tool_name"": ""python"", ""tool_input"": {""code"": ""print('step 3 analysis')""}, ""tool_output"": ""step analysis complete"", ""partial_answer"": ""Intermediate result 3.""}, {""step_index"": 4, ""step_type"": ""tool"", ""tool_name"": ""python"", ""tool_input"": {""code"": ""print('step 4 analysis')""}, ""tool_output"": ""step analysis complete"", ""partial_answer"": ""Intermediate result 4.""}, {""step_index"": 5, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1000."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 5.""}, {""step_index"": 6, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1000."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 6.""}, {""step_index"": 7, ""step_type"": ""final"", ""partial_answer"": ""Finalizing response for prompt_1000.""}], ""final_answer"": ""Summarize findings, propose a remediation plan, and outline follow-up actions with owners."", ""model_version"": ""gpt-4.1-mini-2026-01-15""}",[],"{""primary_intent"": 2, ""information_gain"": 1, ""reasoning"": 1, ""understanding"": 2, ""implementation"": 3, ""trajectory_robustness"": 1, ""overall_label"": ""LLM_RATED_BAD""}","{""primary_intent"": 1, ""information_gain"": 1, ""reasoning"": 1, ""understanding"": 0, ""implementation"": 2, ""trajectory_robustness"": 0, ""overall_label"": ""LLM_RATED_BAD""}","{""primary_intent"": 2, ""information_gain"": 1, ""reasoning"": 1, ""understanding"": 2, ""implementation"": 3, ""trajectory_robustness"": 1, ""overall_label"": ""LLM_RATED_BAD""}","{""primary_intent"": 1, ""information_gain"": 1, ""reasoning"": 1, ""understanding"": 0, ""implementation"": 2, ""trajectory_robustness"": 0, ""overall_label"": ""LLM_RATED_BAD""}",,
Magi_Code_Python,vertical,EAC_NEXT_STEPS_SIMPLIFIED,python_training_version1_HUMANrated_batch,python_training_version1_HUMANrated_batch,set_001,prompt_1000,Provide next steps for EAC scenario 1000.,3,3,tool,"{""prompt_id"": ""prompt_1000"", ""query_text"": ""Provide next steps for EAC scenario 1000."", ""steps"": [{""step_index"": 0, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1000."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 0.""}, {""step_index"": 1, ""step_type"": ""tool"", ""tool_name"": ""python"", ""tool_input"": {""code"": ""print('step 1 analysis')""}, ""tool_output"": ""step analysis complete"", ""partial_answer"": ""Intermediate result 1.""}, {""step_index"": 2, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1000."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 2.""}, {""step_index"": 3, ""step_type"": ""tool"", ""tool_name"": ""python"", ""tool_input"": {""code"": ""print('step 3 analysis')""}, ""tool_output"": ""step analysis complete"", ""partial_answer"": ""Intermediate result 3.""}, {""step_index"": 4, ""step_type"": ""tool"", ""tool_name"": ""python"", ""tool_input"": {""code"": ""print('step 4 analysis')""}, ""tool_output"": ""step analysis complete"", ""partial_answer"": ""Intermediate result 4.""}, {""step_index"": 5, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1000."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 5.""}, {""step_index"": 6, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1000."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 6.""}, {""step_index"": 7, ""step_type"": ""final"", ""partial_answer"": ""Finalizing response for prompt_1000.""}], ""final_answer"": ""Summarize findings, propose a remediation plan, and outline follow-up actions with owners."", ""model_version"": ""gpt-4.1-mini-2026-01-15""}",[],"{""primary_intent"": 4, ""information_gain"": 5, ""reasoning"": 4, ""understanding"": 0, ""implementation"": 5, ""trajectory_robustness"": 2, ""overall_label"": ""LLM_RATED_OK""}","{""primary_intent"": 4, ""information_gain"": 1, ""reasoning"": 4, ""understanding"": 3, ""implementation"": 1, ""trajectory_robustness"": 1, ""overall_label"": ""LLM_RATED_OK""}","{""primary_intent"": 4, ""information_gain"": 5, ""reasoning"": 4, ""understanding"": 0, ""implementation"": 5, ""trajectory_robustness"": 2, ""overall_label"": ""LLM_RATED_OK""}","{""primary_intent"": 4, ""information_gain"": 1, ""reasoning"": 4, ""understanding"": 3, ""implementation"": 1, ""trajectory_robustness"": 1, ""overall_label"": ""LLM_RATED_OK""}",Looks consistent.,
Magi_Code_Python,vertical,EAC_NEXT_STEPS_SIMPLIFIED,python_training_version1_HUMANrated_batch,python_training_version1_HUMANrated_batch,set_001,prompt_1000,Provide next steps for EAC scenario 1000.,4,4,tool,"{""prompt_id"": ""prompt_1000"", ""query_text"": ""Provide next steps for EAC scenario 1000."", ""steps"": [{""step_index"": 0, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1000."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 0.""}, {""step_index"": 1, ""step_type"": ""tool"", ""tool_name"": ""python"", ""tool_input"": {""code"": ""print('step 1 analysis')""}, ""tool_output"": ""step analysis complete"", ""partial_answer"": ""Intermediate result 1.""}, {""step_index"": 2, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1000."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 2.""}, {""step_index"": 3, ""step_type"": ""tool"", ""tool_name"": ""python"", ""tool_input"": {""code"": ""print('step 3 analysis')""}, ""tool_output"": ""step analysis complete"", ""partial_answer"": ""Intermediate result 3.""}, {""step_index"": 4, ""step_type"": ""tool"", ""tool_name"": ""python"", ""tool_input"": {""code"": ""print('step 4 analysis')""}, ""tool_output"": ""step analysis complete"", ""partial_answer"": ""Intermediate result 4.""}, {""step_index"": 5, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1000."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 5.""}, {""step_index"": 6, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1000."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 6.""}, {""step_index"": 7, ""step_type"": ""final"", ""partial_answer"": ""Finalizing response for prompt_1000.""}], ""final_answer"": ""Summarize findings, propose a remediation plan, and outline follow-up actions with owners."", ""model_version"": ""gpt-4.1-mini-2026-01-15""}",[],"{""primary_intent"": 5, ""information_gain"": 4, ""reasoning"": 1, ""understanding"": 5, ""implementation"": 3, ""trajectory_robustness"": 0, ""overall_label"": ""LLM_RATED_OK""}","{""primary_intent"": 3, ""information_gain"": 2, ""reasoning"": 5, ""understanding"": 5, ""implementation"": 1, ""trajectory_robustness"": 3, ""overall_label"": ""LLM_RATED_OK""}","{""primary_intent"": 5, ""information_gain"": 4, ""reasoning"": 1, ""understanding"": 5, ""implementation"": 3, ""trajectory_robustness"": 0, ""overall_label"": ""LLM_RATED_OK""}","{""primary_intent"": 3, ""information_gain"": 2, ""reasoning"": 5, ""understanding"": 5, ""implementation"": 1, ""trajectory_robustness"": 3, ""overall_label"": ""LLM_RATED_OK""}",Looks consistent.,
Magi_Code_Python,vertical,EAC_NEXT_STEPS_SIMPLIFIED,python_training_version1_HUMANrated_batch,python_training_version1_HUMANrated_batch,set_001,prompt_1000,Provide next steps for EAC scenario 1000.,5,5,search,"{""prompt_id"": ""prompt_1000"", ""query_text"": ""Provide next steps for EAC scenario 1000."", ""steps"": [{""step_index"": 0, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1000."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 0.""}, {""step_index"": 1, ""step_type"": ""tool"", ""tool_name"": ""python"", ""tool_input"": {""code"": ""print('step 1 analysis')""}, ""tool_output"": ""step analysis complete"", ""partial_answer"": ""Intermediate result 1.""}, {""step_index"": 2, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1000."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 2.""}, {""step_index"": 3, ""step_type"": ""tool"", ""tool_name"": ""python"", ""tool_input"": {""code"": ""print('step 3 analysis')""}, ""tool_output"": ""step analysis complete"", ""partial_answer"": ""Intermediate result 3.""}, {""step_index"": 4, ""step_type"": ""tool"", ""tool_name"": ""python"", ""tool_input"": {""code"": ""print('step 4 analysis')""}, ""tool_output"": ""step analysis complete"", ""partial_answer"": ""Intermediate result 4.""}, {""step_index"": 5, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1000."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 5.""}, {""step_index"": 6, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1000."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 6.""}, {""step_index"": 7, ""step_type"": ""final"", ""partial_answer"": ""Finalizing response for prompt_1000.""}], ""final_answer"": ""Summarize findings, propose a remediation plan, and outline follow-up actions with owners."", ""model_version"": ""gpt-4.1-mini-2026-01-15""}",[],"{""primary_intent"": 5, ""information_gain"": 3, ""reasoning"": 1, ""understanding"": 4, ""implementation"": 1, ""trajectory_robustness"": 2, ""overall_label"": ""LLM_RATED_OK""}","{""primary_intent"": 3, ""information_gain"": 1, ""reasoning"": 2, ""understanding"": 5, ""implementation"": 4, ""trajectory_robustness"": 3, ""overall_label"": ""LLM_RATED_OK""}","{""primary_intent"": 5, ""information_gain"": 3, ""reasoning"": 1, ""understanding"": 4, ""implementation"": 1, ""trajectory_robustness"": 2, ""overall_label"": ""LLM_RATED_OK""}","{""primary_intent"": 3, ""information_gain"": 1, ""reasoning"": 2, ""understanding"": 5, ""implementation"": 4, ""trajectory_robustness"": 3, ""overall_label"": ""LLM_RATED_OK""}",Looks consistent.,
Magi_Code_Python,vertical,EAC_NEXT_STEPS_SIMPLIFIED,python_training_version1_HUMANrated_batch,python_training_version1_HUMANrated_batch,set_001,prompt_1000,Provide next steps for EAC scenario 1000.,6,6,search,"{""prompt_id"": ""prompt_1000"", ""query_text"": ""Provide next steps for EAC scenario 1000."", ""steps"": [{""step_index"": 0, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1000."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 0.""}, {""step_index"": 1, ""step_type"": ""tool"", ""tool_name"": ""python"", ""tool_input"": {""code"": ""print('step 1 analysis')""}, ""tool_output"": ""step analysis complete"", ""partial_answer"": ""Intermediate result 1.""}, {""step_index"": 2, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1000."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 2.""}, {""step_index"": 3, ""step_type"": ""tool"", ""tool_name"": ""python"", ""tool_input"": {""code"": ""print('step 3 analysis')""}, ""tool_output"": ""step analysis complete"", ""partial_answer"": ""Intermediate result 3.""}, {""step_index"": 4, ""step_type"": ""tool"", ""tool_name"": ""python"", ""tool_input"": {""code"": ""print('step 4 analysis')""}, ""tool_output"": ""step analysis complete"", ""partial_answer"": ""Intermediate result 4.""}, {""step_index"": 5, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1000."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 5.""}, {""step_index"": 6, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1000."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 6.""}, {""step_index"": 7, ""step_type"": ""final"", ""partial_answer"": ""Finalizing response for prompt_1000.""}], ""final_answer"": ""Summarize findings, propose a remediation plan, and outline follow-up actions with owners."", ""model_version"": ""gpt-4.1-mini-2026-01-15""}",[],"{""primary_intent"": 2, ""information_gain"": 3, ""reasoning"": 4, ""understanding"": 4, ""implementation"": 3, ""trajectory_robustness"": 1, ""overall_label"": ""LLM_RATED_OK""}","{""primary_intent"": 1, ""information_gain"": 4, ""reasoning"": 1, ""understanding"": 2, ""implementation"": 0, ""trajectory_robustness"": 5, ""overall_label"": ""LLM_RATED_OK""}","{""primary_intent"": 2, ""information_gain"": 3, ""reasoning"": 4, ""understanding"": 4, ""implementation"": 3, ""trajectory_robustness"": 1, ""overall_label"": ""LLM_RATED_OK""}","{""primary_intent"": 1, ""information_gain"": 4, ""reasoning"": 1, ""understanding"": 2, ""implementation"": 0, ""trajectory_robustness"": 5, ""overall_label"": ""LLM_RATED_OK""}",Looks consistent.,
Magi_Code_Python,vertical,EAC_NEXT_STEPS_SIMPLIFIED,python_training_version1_HUMANrated_batch,python_training_version1_HUMANrated_batch,set_001,prompt_1000,Provide next steps for EAC scenario 1000.,7,7,final,"{""prompt_id"": ""prompt_1000"", ""query_text"": ""Provide next steps for EAC scenario 1000."", ""steps"": [{""step_index"": 0, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1000."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 0.""}, {""step_index"": 1, ""step_type"": ""tool"", ""tool_name"": ""python"", ""tool_input"": {""code"": ""print('step 1 analysis')""}, ""tool_output"": ""step analysis complete"", ""partial_answer"": ""Intermediate result 1.""}, {""step_index"": 2, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1000."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 2.""}, {""step_index"": 3, ""step_type"": ""tool"", ""tool_name"": ""python"", ""tool_input"": {""code"": ""print('step 3 analysis')""}, ""tool_output"": ""step analysis complete"", ""partial_answer"": ""Intermediate result 3.""}, {""step_index"": 4, ""step_type"": ""tool"", ""tool_name"": ""python"", ""tool_input"": {""code"": ""print('step 4 analysis')""}, ""tool_output"": ""step analysis complete"", ""partial_answer"": ""Intermediate result 4.""}, {""step_index"": 5, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1000."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 5.""}, {""step_index"": 6, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1000."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 6.""}, {""step_index"": 7, ""step_type"": ""final"", ""partial_answer"": ""Finalizing response for prompt_1000.""}], ""final_answer"": ""Summarize findings, propose a remediation plan, and outline follow-up actions with owners."", ""model_version"": ""gpt-4.1-mini-2026-01-15""}",[],"{""primary_intent"": 2, ""information_gain"": 4, ""reasoning"": 0, ""understanding"": 5, ""implementation"": 4, ""trajectory_robustness"": 0, ""overall_label"": ""LLM_RATED_OK""}","{""primary_intent"": 2, ""information_gain"": 0, ""reasoning"": 1, ""understanding"": 2, ""implementation"": 3, ""trajectory_robustness"": 4, ""overall_label"": ""LLM_RATED_OK""}","{""primary_intent"": 2, ""information_gain"": 4, ""reasoning"": 0, ""understanding"": 5, ""implementation"": 4, ""trajectory_robustness"": 0, ""overall_label"": ""LLM_RATED_OK""}","{""primary_intent"": 2, ""information_gain"": 0, ""reasoning"": 1, ""understanding"": 2, ""implementation"": 3, ""trajectory_robustness"": 4, ""overall_label"": ""LLM_RATED_OK""}",Looks consistent.,
Magi_Code_Python,vertical,EAC_NEXT_STEPS_SIMPLIFIED,python_training_version1_HUMANrated_batch,python_training_version1_HUMANrated_batch,set_001,prompt_1001,Provide next steps for EAC scenario 1001.,0,0,search,"{""prompt_id"": ""prompt_1001"", ""query_text"": ""Provide next steps for EAC scenario 1001."", ""steps"": [{""step_index"": 0, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1001."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 0.""}, {""step_index"": 1, ""step_type"": ""tool"", ""tool_name"": ""python"", ""tool_input"": {""code"": ""print('step 1 analysis')""}, ""tool_output"": ""step analysis complete"", ""partial_answer"": ""Intermediate result 1.""}, {""step_index"": 2, ""step_type"": ""tool"", ""tool_name"": ""python"", ""tool_input"": {""code"": ""print('step 2 analysis')""}, ""tool_output"": ""step analysis complete"", ""partial_answer"": ""Intermediate result 2.""}, {""step_index"": 3, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1001."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 3.""}, {""step_index"": 4, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1001."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 4.""}, {""step_index"": 5, ""step_type"": ""final"", ""partial_answer"": ""Finalizing response for prompt_1001.""}], ""final_answer"": ""Summarize findings, propose a remediation plan, and outline follow-up actions with owners."", ""model_version"": ""gpt-4.1-mini-2026-01-15""}",[],"{""primary_intent"": 0, ""information_gain"": 3, ""reasoning"": 0, ""understanding"": 3, ""implementation"": 4, ""trajectory_robustness"": 2, ""overall_label"": ""LLM_RATED_OK""}","{""primary_intent"": 1, ""information_gain"": 3, ""reasoning"": 0, ""understanding"": 2, ""implementation"": 1, ""trajectory_robustness"": 0, ""overall_label"": ""LLM_RATED_BAD""}","{""primary_intent"": 0, ""information_gain"": 3, ""reasoning"": 0, ""understanding"": 3, ""implementation"": 4, ""trajectory_robustness"": 2, ""overall_label"": ""LLM_RATED_OK""}","{""primary_intent"": 1, ""information_gain"": 3, ""reasoning"": 0, ""understanding"": 2, ""implementation"": 1, ""trajectory_robustness"": 0, ""overall_label"": ""LLM_RATED_BAD""}",Looks consistent.,
Magi_Code_Python,vertical,EAC_NEXT_STEPS_SIMPLIFIED,python_training_version1_HUMANrated_batch,python_training_version1_HUMANrated_batch,set_001,prompt_1001,Provide next steps for EAC scenario 1001.,1,1,tool,"{""prompt_id"": ""prompt_1001"", ""query_text"": ""Provide next steps for EAC scenario 1001."", ""steps"": [{""step_index"": 0, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1001."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 0.""}, {""step_index"": 1, ""step_type"": ""tool"", ""tool_name"": ""python"", ""tool_input"": {""code"": ""print('step 1 analysis')""}, ""tool_output"": ""step analysis complete"", ""partial_answer"": ""Intermediate result 1.""}, {""step_index"": 2, ""step_type"": ""tool"", ""tool_name"": ""python"", ""tool_input"": {""code"": ""print('step 2 analysis')""}, ""tool_output"": ""step analysis complete"", ""partial_answer"": ""Intermediate result 2.""}, {""step_index"": 3, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1001."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 3.""}, {""step_index"": 4, ""step_type"": ""search"", ""tool_name"": ""search"", ""query"": ""Search notes for: Provide next steps for EAC scenario 1001."", ""tool_output"": ""Found 3 relevant snippets."", ""partial_answer"": ""Relevant hints for step 4.""}, {""step_index"": 5, ""step_type"": ""final"", ""partial_answer"": ""Finalizing response for prompt_1001.""}], ""final_answer"": ""Summarize findings, propose a remediation plan, and outline follow-up actions with owners."", ""model_version"": ""gpt-4.1-mini-2026-01-15""}",[],"{""primary_intent"": 0, ""information_gain"": 5, ""reasoning"": 5, ""understanding"": 2, ""implementation"": 1, ""trajectory_robustness"": 1, ""overall_label"": ""LLM_RATED_OK""}","{""primary_intent"": 0, ""information_gain"": 2, ""reasoning"": 3, ""understanding"": 5, ""implementation"": 1, ""trajectory_robustness"": 5, ""overall_label"": ""LLM_RATED_OK""}","{""primary_intent"": 0, ""information_gain"": 5, ""reasoning"": 5, ""understanding"": 2, ""implementation"": 1, ""trajectory_robustness"": 1, ""overall_label"": ""LLM_RATED_OK""}","{""primary_intent"": 0, ""information_gain"": 2, ""reasoning"": 3, ""understanding"": 5, ""implementation"": 1, ""trajectory_robustness"": 5, ""overall_label"": ""LLM_RATED_OK""}",Looks consistent.,
